0.0173333333	0.0193333333	0.0302222222	0.0522222222	0.0991111111	0.1846666667	0.264	0.3433333333	0.3453333333	0.0171111111	0.0202222222	0.0297777778	0.05	0.1002222222	0.1753333333	0.2571111111	0.3124444444	0.3091111111	0.0164444444	0.0184444444	0.026	0.0406666667	0.0757777778	0.1248888889	0.1631111111	0.2108888889	0.2135555556	0.0148888889	0.0168888889	0.0262222222	0.0331111111	0.0537777778	0.0771111111	0.098	0.1173333333	0.1155555556	0.0128888889	0.0146666667	0.0208888889	0.0251111111	0.0355555556	0.0475555556	0.0584444444	0.06	0.0688888889	0.0117777778	0.0124444444	0.0146666667	0.0182222222	0.0235555556	0.0288888889	0.0306666667	0.036	0.036	0.0095555556	0.0097777778	0.0102222222	0.0122222222	0.0142222222	0.0157777778	0.0173333333	0.0175555556	0.0188888889	0.008	0.0084444444	0.0082222222	0.0093333333	0.0104444444	0.0108888889	0.0113333333	0.0126666667	0.0131111111	0.0077777778	0.0075555556	0.0093333333	0.0077777778	0.0086666667	0.0093333333	0.0097777778	0.0104444444	0.01	0.0071111111	0.0071111111	0.008	0.0071111111	0.008	0.008	0.008	0.0084444444	0.0084444444	0.0068888889	0.0064444444	0.0073333333	0.0075555556	0.0073333333	0.0077777778	0.0071111111	0.0073333333	0.0055555556
0.114	0.1797777778	0.2648888889	0.3137777778	0.2842222222	0.1948888889	0.1346666667	0.0651111111	0.0415555556	0.1055555556	0.1744444444	0.2553333333	0.3031111111	0.2704444444	0.1884444444	0.112	0.0655555556	0.0355555556	0.0837777778	0.1262222222	0.1615555556	0.19	0.1831111111	0.1311111111	0.0915555556	0.0491111111	0.0335555556	0.0553333333	0.0726666667	0.084	0.1035555556	0.1028888889	0.08	0.0573333333	0.0375555556	0.0268888889	0.0333333333	0.0384444444	0.04	0.0533333333	0.054	0.0473333333	0.0371111111	0.0262222222	0.0233333333	0.0226666667	0.0235555556	0.0206666667	0.03	0.0308888889	0.0273333333	0.0228888889	0.0188888889	0.0155555556	0.0111111111	0.0113333333	0.0091111111	0.0144444444	0.0144444444	0.0128888889	0.0122222222	0.01	0.0091111111	0.0084444444	0.008	0.0075555556	0.0086666667	0.0104444444	0.0088888889	0.0088888889	0.0084444444	0.008	0.0068888889	0.0073333333	0.0073333333	0.0077777778	0.0077777778	0.0075555556	0.0073333333	0.0068888889	0.0066666667	0.006	0.0053333333	0.0057777778	0.0068888889	0.0066666667	0.0062222222	0.0062222222	0.006	0.0057777778	0.0053333333	0.0048888889	0.0051111111	0.006	0.006	0.0062222222	0.0053333333	0.006	0.0037777778
0.3777777778	0.2617777778	0.1633333333	0.0908888889	0.0486666667	0.0286666667	0.0228888889	0.0166666667	0.0166666667	0.352	0.2542222222	0.1566666667	0.0891111111	0.0457777778	0.0286666667	0.0204444444	0.0173333333	0.0144444444	0.2328888889	0.1793333333	0.1168888889	0.068	0.0406666667	0.0253333333	0.022	0.0151111111	0.0146666667	0.1311111111	0.1051111111	0.0866666667	0.0506666667	0.0328888889	0.0217777778	0.0173333333	0.014	0.0128888889	0.0637777778	0.0595555556	0.0526666667	0.0346666667	0.024	0.0184444444	0.0153333333	0.012	0.0128888889	0.0366666667	0.034	0.0297777778	0.024	0.018	0.0148888889	0.0126666667	0.0111111111	0.0095555556	0.0182222222	0.0182222222	0.0153333333	0.0142222222	0.0115555556	0.0095555556	0.0088888889	0.008	0.0068888889	0.0117777778	0.0102222222	0.0111111111	0.0097777778	0.0093333333	0.008	0.0084444444	0.0064444444	0.0068888889	0.0097777778	0.0095555556	0.0111111111	0.008	0.0077777778	0.0068888889	0.0071111111	0.0064444444	0.0062222222	0.0075555556	0.0075555556	0.0084444444	0.0073333333	0.0066666667	0.0066666667	0.0064444444	0.0055555556	0.0055555556	0.0073333333	0.0073333333	0.0071111111	0.0068888889	0.006	0.0062222222	0.0057777778	0.0055555556	0.0035555556
0.0177777778	0.026	0.0493333333	0.0748888889	0.1008888889	0.1153333333	0.1142222222	0.0973333333	0.0788888889	0.0184444444	0.0293333333	0.0691111111	0.1153333333	0.1744444444	0.204	0.194	0.1551111111	0.1026666667	0.018	0.0302222222	0.0833333333	0.152	0.2464444444	0.2988888889	0.2817777778	0.2022222222	0.1377777778	0.0184444444	0.0295555556	0.0888888889	0.15	0.2457777778	0.2897777778	0.2762222222	0.1984444444	0.1297777778	0.0168888889	0.0275555556	0.0684444444	0.1084444444	0.1648888889	0.1911111111	0.1826666667	0.1391111111	0.1066666667	0.016	0.0235555556	0.0433333333	0.0657777778	0.09	0.1006666667	0.0944444444	0.0826666667	0.0626666667	0.0111111111	0.0157777778	0.0233333333	0.0328888889	0.0415555556	0.0435555556	0.0426666667	0.0384444444	0.0317777778	0.0095555556	0.0115555556	0.0153333333	0.018	0.0224444444	0.022	0.0226666667	0.0222222222	0.0197777778	0.0082222222	0.0088888889	0.0128888889	0.0122222222	0.0133333333	0.0133333333	0.014	0.0135555556	0.0131111111	0.0068888889	0.0077777778	0.0093333333	0.0086666667	0.0102222222	0.0097777778	0.0106666667	0.01	0.0102222222	0.006	0.0066666667	0.0075555556	0.008	0.0084444444	0.0082222222	0.008	0.008	0.0057777778
0.1024444444	0.1184444444	0.1146666667	0.094	0.0642222222	0.0404444444	0.0297777778	0.0186666667	0.0171111111	0.1933333333	0.2104444444	0.1966666667	0.1495555556	0.0908888889	0.0508888889	0.0313333333	0.0222222222	0.0155555556	0.2766666667	0.3115555556	0.2744444444	0.2006666667	0.1151111111	0.0595555556	0.0382222222	0.0202222222	0.0168888889	0.2675555556	0.2984444444	0.2906666667	0.1953333333	0.1117777778	0.0573333333	0.0348888889	0.0202222222	0.016	0.1728888889	0.1935555556	0.1877777778	0.1346666667	0.0822222222	0.0464444444	0.0284444444	0.018	0.0157777778	0.0993333333	0.1046666667	0.0991111111	0.0804444444	0.0533333333	0.0346666667	0.0233333333	0.0155555556	0.0122222222	0.0462222222	0.0475555556	0.0435555556	0.0388888889	0.0284444444	0.0195555556	0.0144444444	0.0102222222	0.0082222222	0.0248888889	0.024	0.0242222222	0.0206666667	0.0177777778	0.0131111111	0.0124444444	0.0086666667	0.0088888889	0.0157777778	0.0155555556	0.0177777778	0.0137777778	0.0117777778	0.01	0.0093333333	0.008	0.0068888889	0.0108888889	0.0111111111	0.0124444444	0.0102222222	0.0091111111	0.0084444444	0.0075555556	0.0068888889	0.0071111111	0.0095555556	0.0095555556	0.0091111111	0.0088888889	0.0075555556	0.0073333333	0.0066666667	0.0057777778	0.004
0.0111111111	0.0122222222	0.0148888889	0.0193333333	0.024	0.0308888889	0.0348888889	0.0402222222	0.04	0.0117777778	0.0137777778	0.0175555556	0.0237777778	0.036	0.0475555556	0.0577777778	0.0644444444	0.0644444444	0.0126666667	0.0151111111	0.02	0.0315555556	0.0513333333	0.0793333333	0.096	0.1195555556	0.1235555556	0.0131111111	0.0153333333	0.026	0.0386666667	0.0715555556	0.1231111111	0.1706666667	0.2077777778	0.2097777778	0.0135555556	0.016	0.0255555556	0.0442222222	0.0933333333	0.1642222222	0.2475555556	0.3086666667	0.3022222222	0.0124444444	0.0148888889	0.0242222222	0.0442222222	0.0926666667	0.1657777778	0.246	0.304	0.2991111111	0.012	0.0137777778	0.0208888889	0.0353333333	0.0702222222	0.1151111111	0.1577777778	0.1851111111	0.1877777778	0.0115555556	0.0126666667	0.018	0.026	0.0455555556	0.0664444444	0.0804444444	0.1044444444	0.104	0.0104444444	0.0115555556	0.0171111111	0.0204444444	0.0291111111	0.0384444444	0.0468888889	0.0546666667	0.0548888889	0.0093333333	0.0102222222	0.0133333333	0.0155555556	0.0204444444	0.0255555556	0.0295555556	0.0317777778	0.0342222222	0.0082222222	0.0093333333	0.0104444444	0.0124444444	0.0153333333	0.0182222222	0.0184444444	0.0211111111	0.0164444444
0.0253333333	0.0273333333	0.0313333333	0.0322222222	0.0311111111	0.028	0.0255555556	0.0195555556	0.0171111111	0.0362222222	0.0451111111	0.0535555556	0.0564444444	0.054	0.0457777778	0.0357777778	0.0275555556	0.0182222222	0.0553333333	0.0773333333	0.0944444444	0.1077777778	0.0984444444	0.0793333333	0.0591111111	0.034	0.0248888889	0.0793333333	0.1226666667	0.1795555556	0.1946666667	0.1742222222	0.1302222222	0.0844444444	0.0453333333	0.0282222222	0.0997777778	0.1642222222	0.2477777778	0.2848888889	0.2586666667	0.1773333333	0.1044444444	0.0551111111	0.0326666667	0.0977777778	0.1617777778	0.2386666667	0.2873333333	0.26	0.1791111111	0.1082222222	0.0533333333	0.0297777778	0.0737777778	0.1137777778	0.1508888889	0.1766666667	0.1593333333	0.1175555556	0.074	0.0428888889	0.0242222222	0.0497777778	0.0646666667	0.0831111111	0.0871111111	0.0866666667	0.0666666667	0.0513333333	0.0302222222	0.0217777778	0.0331111111	0.04	0.0508888889	0.0473333333	0.0446666667	0.0377777778	0.0311111111	0.0222222222	0.0171111111	0.0213333333	0.0244444444	0.0297777778	0.0277777778	0.0262222222	0.0244444444	0.0202222222	0.0162222222	0.0142222222	0.0162222222	0.0175555556	0.0193333333	0.0193333333	0.0177777778	0.0166666667	0.0146666667	0.012	0.0082222222
0.0415555556	0.0371111111	0.0324444444	0.0262222222	0.0204444444	0.0164444444	0.0157777778	0.0126666667	0.0126666667	0.0717777778	0.0608888889	0.0491111111	0.0364444444	0.0244444444	0.0186666667	0.0153333333	0.0142222222	0.0108888889	0.1337777778	0.1073333333	0.0748888889	0.05	0.0304444444	0.0208888889	0.0188888889	0.0135555556	0.0142222222	0.2351111111	0.1746666667	0.1251111111	0.066	0.0362222222	0.0228888889	0.0188888889	0.0142222222	0.0133333333	0.3466666667	0.2477777778	0.1442222222	0.0764444444	0.0397777778	0.0235555556	0.0175555556	0.0142222222	0.0135555556	0.3326666667	0.2371111111	0.1446666667	0.0775555556	0.0384444444	0.0237777778	0.0182222222	0.0133333333	0.0115555556	0.2095555556	0.1582222222	0.1024444444	0.0608888889	0.0326666667	0.0204444444	0.0153333333	0.0133333333	0.0102222222	0.112	0.0875555556	0.066	0.0415555556	0.0275555556	0.0182222222	0.016	0.0111111111	0.0106666667	0.0606666667	0.0511111111	0.0471111111	0.0304444444	0.0213333333	0.0157777778	0.0135555556	0.0111111111	0.0102222222	0.0333333333	0.03	0.0291111111	0.0215555556	0.0173333333	0.0133333333	0.0115555556	0.01	0.0097777778	0.0226666667	0.0211111111	0.02	0.0175555556	0.0137777778	0.0124444444	0.0108888889	0.0084444444	0.006
0.0071111111	0.0071111111	0.0093333333	0.0093333333	0.0106666667	0.0122222222	0.0122222222	0.0122222222	0.012	0.0084444444	0.0091111111	0.0102222222	0.0117777778	0.0148888889	0.0162222222	0.016	0.016	0.0146666667	0.01	0.0108888889	0.0126666667	0.0168888889	0.0226666667	0.0275555556	0.0266666667	0.0255555556	0.0235555556	0.0128888889	0.0146666667	0.0211111111	0.028	0.04	0.0491111111	0.0497777778	0.0428888889	0.0371111111	0.0164444444	0.0208888889	0.0291111111	0.0491111111	0.08	0.0917777778	0.0891111111	0.08	0.0564444444	0.0191111111	0.0288888889	0.0484444444	0.0931111111	0.15	0.1806666667	0.174	0.1295555556	0.0877777778	0.026	0.0435555556	0.084	0.1524444444	0.2455555556	0.2948888889	0.2773333333	0.2042222222	0.1168888889	0.0268888889	0.0435555556	0.0828888889	0.1473333333	0.2408888889	0.2884444444	0.2786666667	0.1942222222	0.1286666667	0.0242222222	0.038	0.0731111111	0.1115555556	0.164	0.1875555556	0.1811111111	0.1404444444	0.0964444444	0.0204444444	0.0297777778	0.0511111111	0.0706666667	0.0951111111	0.1053333333	0.1024444444	0.0871111111	0.0697777778	0.018	0.0237777778	0.034	0.046	0.0551111111	0.0597777778	0.0568888889	0.0517777778	0.0373333333
0.0131111111	0.0131111111	0.0128888889	0.0113333333	0.0108888889	0.0095555556	0.01	0.008	0.008	0.0191111111	0.0186666667	0.018	0.0157777778	0.014	0.012	0.0108888889	0.0102222222	0.0082222222	0.0308888889	0.0306666667	0.0284444444	0.0268888889	0.0208888889	0.0171111111	0.0151111111	0.0104444444	0.0102222222	0.0557777778	0.0562222222	0.06	0.0466666667	0.0335555556	0.024	0.018	0.0124444444	0.0113333333	0.1091111111	0.1097777778	0.0944444444	0.0791111111	0.0537777778	0.0328888889	0.0206666667	0.0146666667	0.0115555556	0.1848888889	0.1995555556	0.1813333333	0.1382222222	0.0793333333	0.0444444444	0.0275555556	0.0146666667	0.0115555556	0.2797777778	0.3133333333	0.2926666667	0.2071111111	0.1131111111	0.058	0.0315555556	0.0202222222	0.0126666667	0.2793333333	0.308	0.2831111111	0.1995555556	0.1131111111	0.0571111111	0.0357777778	0.0186666667	0.0157777778	0.194	0.2073333333	0.2064444444	0.1442222222	0.0864444444	0.0482222222	0.0308888889	0.0188888889	0.0157777778	0.1126666667	0.1173333333	0.1173333333	0.0875555556	0.0588888889	0.0373333333	0.0248888889	0.0173333333	0.0151111111	0.068	0.0693333333	0.0671111111	0.0577777778	0.0397777778	0.0295555556	0.0213333333	0.0148888889	0.01
